title,id,authors,abstract,journal,published
Radiation stability of biocompatibile magnetic fluid,http://arxiv.org/abs/1004.3448v2,"['Natalia Tomasovicova', 'Ivan Haysak', 'Martina Koneracka', 'Jozef Kovac', 'Milan Timko', 'Vlasta Zavisova', 'Alexander Okunev', 'Alexander Parlag', 'Alexey Fradkin', 'Peter Kopcansky']","  The radiation stability of biocompatibile magnetic fluid used in nanomedicine
after electron irradiation was studied. Two types of the water-based magnetic
fluids were prepared. The first one was based on the magnetite nanoparticles
stabilized by one surfactant natrium oleate. The second one was biocompatibile
magnetic fluid stabilized with two surfactants, natrium oleate as a first
surfactant and Poly(ethylene glycol) (PEG) as a second surfactant. The
magnetization measurements showed that electron irradiation up to 1000Gy caused
50% reduction of saturation magnetization in the case of the first sample with
only one surfactant while in the case of the second biocompatibile magnetic
fluid, only 25% reduction of saturation magnetization was observed. In the
first magnetic fluid the radiation caused the higher sedimentation of the
magnetic particles than in the second case, when magnetic particles are covered
also with PEG. The obtained results show that PEG behave as a protective
element.
",None,2010-04-20 13:43:49+00:00
"On the Dynamics of a Fluid-Particle Interaction Model: The Bubbling
  Regime",http://arxiv.org/abs/1006.2942v1,"['Jose A. Carrillo', 'Trygve Karper', 'Konstantina Trivisa']","  This article deals with the issues of global-in-time existence and asymptotic
analysis of a fluid-particle interaction model in the so-called bubbling
regime. The mixture occupies the physical space $\Omega \subset \mathbb{R}^3$
which may be unbounded. The system under investigation describes the evolution
of particles dispersed in a viscous compressible fluid and is expressed by the
conservation of fluid mass, the balance of momentum and the balance of particle
density often referred as the Smoluchowski equation. The coupling between the
dispersed and dense phases is obtained through the drag forces that the fluid
and the particles exert mutually by action-reaction principle. We show that
solutions exist globally in time under reasonable physical assumptions on the
initial data, the physical domain, and the external potential. Furthermore, we
prove the large-time stabilization of the system towards a unique stationary
state fully determined by the masses of the initial density of particles and
fluid and the external potential.
",None,2010-06-15 10:07:02+00:00
"Flow and Heat Transfer of a MHD Viscoelastic Fluid in a Channel with
  Stretching Walls: Some Applications to Haemodynamics",http://arxiv.org/abs/1007.1228v1,"['J. C. Misra', 'G. C. Shit', 'H. J. Rath']","  Of concern in the paper is a study of steady incompressible viscoelastic and
electrically conducting fluid flow and heat transfer in a parallel plate
channel with stretching walls in the presence of a magnetic field applied
externally. The flow is considered to be governed by Walter's liquid B fluid.
The problem is solved by developing a suitable numerical method. The results
are found to be in good agrement with those of earlier investigations reported
in existing scientific literatures. The study reveals that a back flow occurs
near the central line of the channel due to the stretching walls and further
that this flow reversal can be stopped by applying a strong external magnetic
field. The study also shows that with the increase in the strength of the
magnetic field, the fluid velocity decreases but the temperature increases.
Thus the study bears potential applications in the study of the haemodynamic
flow of blood in the cardiovascular system when subjected to an external
magnetic field.
","Computers & Fluids, Vol. 37, No. 1, (2008) 1-11",2010-07-07 19:25:14+00:00
"Linear Stability Analysis for Plane-Poiseuille Flow of an
  Elastoviscoplastic fluid with internal microstructure",http://arxiv.org/abs/1007.2392v1,"['Miguel Moyers-Gonzalez', 'Teodor Burghelea', 'Julian Mak']","  We study the linear stability of Plane Poiseuille flow of an
elastoviscoplastic fluid using a revised version of the model proposed by Putz
and Burghelea (Rheol. Acta (2009)48:673-689). The evolution of the
microstructure upon a gradual increase of the external forcing is governed by a
structural variable (the concentration of solid material elements) which decays
smoothly from unity to zero as the stresses are gradually increased beyond the
yield point. Stability results are in close conformity with the ones of a
pseudo-plastic fluid. Destabilizing effects are related to the presence of an
intermediate transition zone where elastic solid elements coexist with fluid
elements. This region brings an elastic contribution which does modify the
stability of the flow.
","Journal of Non-Newtonian Fluid Mechanics (2011), 166, 515-531",2010-07-14 18:44:25+00:00
"Direct numerical simulations of statistically steady, homogeneous,
  isotropic fluid turbulence with polymer additives",http://arxiv.org/abs/1008.0051v2,"['Prasad Perlekar', 'Dhrubaditya Mitra', 'Rahul Pandit']","  We carry out a direct numerical simulation (DNS) study that reveals the
effects of polymers on statistically steady, forced, homogeneous, isotropic
fluid turbulence. We find clear manifestations of dissipation-reduction
phenomena: On the addition of polymers to the turbulent fluid, we obtain a
reduction in the energy dissipation rate, a significant modification of the
fluid energy spectrum, especially in the deep-dissipation range, a suppression
of small-scale intermittency, and a decrease in small-scale vorticity
filaments. We also compare our results with recent experiments and earlier DNS
studies of decaying fluid turbulence with polymer additives.
","Phys. Rev. E 82, 066313 (2010)",2010-07-31 05:25:26+00:00
"A full Eulerian finite difference approach for solving fluid-structure
  coupling problems",http://arxiv.org/abs/1009.3609v1,"['Kazuyasu Sugiyama', 'Satoshi Ii', 'Shintaro Takeuchi', 'Shu Takagi', 'Yoichiro Matsumoto']","  A new simulation method for solving fluid-structure coupling problems has
been developed. All the basic equations are numerically solved on a fixed
Cartesian grid using a finite difference scheme. A volume-of-fluid formulation
(Hirt and Nichols (1981, J. Comput. Phys., 39, 201)), which has been widely
used for multiphase flow simulations, is applied to describing the
multi-component geometry. The temporal change in the solid deformation is
described in the Eulerian frame by updating a left Cauchy-Green deformation
tensor, which is used to express constitutive equations for nonlinear
Mooney-Rivlin materials. In this paper, various verifications and validations
of the present full Eulerian method, which solves the fluid and solid motions
on a fixed grid, are demonstrated, and the numerical accuracy involved in the
fluid-structure coupling problems is examined.
",None,2010-09-19 06:23:31+00:00
Freezing Splashes,http://arxiv.org/abs/1010.3139v1,"['G. Delon', 'D. Terwagne', 'N. Adami', 'A. Bronfort', 'N. Vandewalle', 'S. Dorbolo', 'H. Caps']","  We have studied the splashing dynamics of water drops impacting granular
layers. Depending on the drop kinetic energy, various shapes are observed for
the resulting craters. Experimental parameters that have been considered are :
the size of the millimetric droplets; the height of the free fall, ranging from
1.5 cm to 100 cm; and the diameter of the grains. As the drop is impacting the
granular layer, energy is dissipated and a splash of grain occurs. Meanwhile,
surface tension, inertia and viscosity compete, leading to strong deformations
of the drop which depend on the experimental conditions. Just after the drop
enters into contact with the granular bed, imbibition takes place and increases
the apparent viscosity of the fluid. The drop motion is stopped by this
phenomenon. Images and fast-video recordings of the impacts allowed to find
scaling laws for the crater morphology and size.
  This abstract is related to a fluid dynamics video for the APS DFD gallery of
fluid motion 2010.
",None,2010-10-15 12:07:45+00:00
"Oscillatory Spreading and Surface Instability of a Non-Newtonian Fluid
  under Compression",http://arxiv.org/abs/1012.0882v2,"['Moutushi Dutta Choudhury', 'Subrata Chandra', 'Soma Nag', 'Shantanu Das', 'Sujata Tarafdar']","  Starch solutions, which are strongly non-Newtonian, show a surface
instability, when subjected to a load. A droplet of the fluid is sandwiched
between two glass plates and a weight varying from 1 to 5 kgs. is placed on the
top plate. The area of contact between the fluid and plate increases in an
oscillatory manner, unlike Newtonian fluids in a similar situation. The
periphery moreover, develops a viscous fingering like instability, which is not
expected under compression. We attempt to model the non-Newtonian nature of the
fluid through a visco-elastic model incorporating generalized calculus. This is
shown to exhibit a qualitatively similar oscillatory variation in the surface
strain.
",None,2010-12-04 05:35:04+00:00
"The motion of a fluid-rigid disc system at the zero limit of the rigid
  disc radius",http://arxiv.org/abs/1102.3072v1,"['Masoumeh Dashti', 'James C. Robinson']","  We consider the two-dimensional motion of the coupled system of a viscous
incompressible fluid and a rigid disc moving with the fluid, in the whole
plane. The fluid motion is described by the Navier-Stokes equations and the
motion of the rigid body by conservation laws of linear and angular momentum.
We show that, assuming that the rigid disc is not allowed to rotate, as the
radius of the disc goes to zero, the solution of this system converges, in an
appropriate sense, to the solution of the Navier-Stokes equations describing
the motion of only fluid in the whole plane. We also prove that the trajectory
of the centre of the disc, at the zero limit of its radius, coincides with a
fluid particle trajectory.
",None,2011-02-15 14:00:03+00:00
Slow Burgers Vortices in Hot Conformal Fluids,http://arxiv.org/abs/1103.5557v1,['Jarah Evslin'],"  The quintessential vortex solution in (3+1)-dimensional nonrelativistic,
incompressible fluid mechanics is the Burgers vortex. We show that, in a finite
domain, conformal fluids also admit hot vortex solutions with everywhere
nonrelativistic speeds. These are identical to Burgers' solution, except that
their radius is reduced by a factor of 2/sqrt(3). A rough calculation indicates
that at RHIC these vortices are indeed smaller than the fireball itself during
thermalization. Similarly to the Burgers vortex, these solutions manifest
vortex stretching which avoids short distance singularities and so suggests
that conformal fluid flows share the same nonsingularity as solutions of the
Navier-Stokes equations. Naively generalizing this calculation to an arbitrary
equation of state w, we observe that the Burgers vortex radius diverges as w
crosses -1. While it has been argued that such a crossover leads to an
instability in certain perfect fluids, the absence of Burgers vortices and
therefore vortex stretching suggests that, in addition to the well-studied big
rip singularities, viscous phantom fluids generically develop vorticity
singularities.
","JHEP 1105:096,2011",2011-03-29 07:19:44+00:00
"Spreading of Non-Newtonian and Newtonian Fluids on a Solid Substrate
  under Pressure",http://arxiv.org/abs/1105.4249v1,"['Moutushi Dutta Choudhury', 'Subrata Chandra', 'Soma Nag', 'Shantanu Das', 'Sujata Tarafdar']","  Strongly non-Newtonian fluids namely, aqueous gels of starch, are shown to
exhibit visco-elastic behavior, when subjected to a load. We study arrowroot
and potato starch gels. When a droplet of the fluid is sandwiched between two
glass plates and compressed, the area of contact between the fluid and plates
increases in an oscillatory manner. This is unlike Newtonian fluids, where the
area increases monotonically in a similar situation. The periphery moreover,
develops an instability, which looks similar to Saffman Taylor fingers. This is
not normally seen under compression. The loading history is also found to
affect the manner of spreading. We attempt to describe the non-Newtonian nature
of the fluid through a visco-elastic model incorporating generalized calculus.
This is shown to reproduce qualitatively the oscillatory variation in the
surface strain.
",None,2011-05-21 11:45:22+00:00
Two-fluid dark matter models,http://arxiv.org/abs/1106.2642v1,"['Tiberiu Harko', 'Francisco S. N. Lobo']","  We investigate the possibility that dark matter is a mixture of two
non-interacting perfect fluids, with different four-velocities and
thermodynamic parameters. The two-fluid model can be described as an effective
single anisotropic fluid, with distinct radial and tangential pressures. The
basic equations describing the equilibrium structure of the two-fluid dark
matter model, and of the tangential velocity of test particles in stable
circular orbits, are obtained for the case of a spherically symmetric static
geometry. By assuming a non-relativistic kinetic model for the dark matter
particles, the density profile and the tangential velocity of the dark matter
mixture are obtained by numerically integrating the gravitational field
equations. The cosmological implications of the model are also briefly
considered, and it is shown that the anisotropic two-fluid model isotropizes in
the large time limit.
","Phys.Rev.D83:124051,2011",2011-06-14 09:05:56+00:00
Tibetan Singing Bowls,http://arxiv.org/abs/1106.6348v1,"['Denis Terwagne', 'John W. M. Bush']","  We present the results of an experimental investigation of the acoustics and
fluid dynamics of Tibetan singing bowls. Their acoustic behavior is
rationalized in terms of the related dynamics of standing bells and wine
glasses. Striking or rubbing a fluid-filled bowl excites wall vibrations, and
concomitant waves at the fluid surface. Acoustic excitation of the bowl's
natural vibrational modes allows for a controlled study in which the evolution
of the surface waves with increasing forcing amplitude is detailed. Particular
attention is given to rationalizing the observed criteria for the onset of
edge-induced Faraday waves and droplet generation via surface fracture. Our
study indicates that drops may be levitated on the fluid surface, induced to
bounce on or skip across the vibrating fluid surface.
",None,2011-06-21 18:47:08+00:00
Holographic Three-Dimensional Fluids with Nontrivial Vorticity,http://arxiv.org/abs/1108.1393v1,"['Robert G. Leigh', 'Anastasios C. Petkou', 'P. Marios Petropoulos']","  Three-dimensional fluids with nontrivial vorticity can be described
holographically. It is well-known that the Kerr-AdS geometry gives rise to a
cyclonic flow. Here we note that Taub--NUT--AdS4 geometries give rise to a
rotating fluid with vortex flow. The Randers and Zermelo forms of the boundary
metrics provide alternative descriptions of the fluid by inertial co-moving or
by accelerated observers. Such fluids possess acoustic horizons. Moreover,
light propagation on the boundary Taub--NUT fluid will encounter an optical
horizon associated with closed timelike curves. In the latter case the Misner
string introduces a multi-valuedness of the scalar fluctuations which can be
attributed to the anyonic nature of the boundary vortex.
",None,2011-08-05 20:00:01+00:00
"Irregular Motion of a Falling Spherical Object Through Non-Newtonian
  Fluid",http://arxiv.org/abs/1108.3427v1,"['Samira Hasani', 'Nahid Maleki-Jirsarei', 'Shahin Rouhani']","  The falling of an object through a non-Newtonian fluid is an interesting
problem, depending on the details of the rheology of the fluid. In this paper
we report on the settling of spherical objects through two non-Newtonian
fluids: Laponite and hair Gel. A falling object's behavior in passing through a
thixotropic colloidal suspension of synthetic clay, Laponite, has been reported
to have many behavioral regimes. Here we report observation of a new regime
where irregular motion is observed. We argue that this irregular motion may be
interpreted as onset of chaos. Observation of this regime depends on the size
of the falling sphere, relaxation time of fluid and concentration of particles
in the suspension. Similar experiments in Gel, a yield stress polymeric fluid,
do not reveal such behavior.
",None,2011-08-17 09:01:15+00:00
"Phase diagram of quantum fluids. The role of the chemical potential and
  the phenomenon of condensation",http://arxiv.org/abs/1109.1815v1,['Victor Romero-Rochin'],"  We discuss the generic phase diagrams of pure systems that remain fluid near
zero temperature. We call this phase a quantum fluid. We argue that the
signature of the transition is the change of sign of the chemical potential,
being negative in the normal phase and becoming positive in the quantum fluid
phase. We show that this change is characterized by a phenomenon that we call
condensation, in which a macroscopic number of particles is in their own
many-body ground state, a situation common to Fermi and Bose gases. We show
that the ideal Bose-Einstein Condensation fits in this scenario, but that it
also permits the occurrence of a situation that we may call ""Fermi-Dirac
Condensation"". In addition, we argue that this phenomenon is also behind the
development of superfluid phases in real interacting fluids. However, only
interacting systems may show the change from a thermal fluid to a quantum one
as a true phase transition. As a corollary, this argument shows the necessity
of the appearance of a ""supersolid"" phase. We also indicate how these ideas may
be useful in the description of of experiments with ultracold alkali gases.
",None,2011-09-08 19:42:09+00:00
On the dynamics of perfect fluids in non-minimally coupled gravity,http://arxiv.org/abs/1110.2379v1,"['Orfeu Bertolami', 'António Martins']","  In this work we explore the consequences that a non-minimal coupling between
geometry and matter can have on the dynamics of perfect fluids. It is argued
that the presence of a static, axially symmetric pressureless fluid does not
imply a Minkowski space-time like as is in General Relativity. This feature can
be atributed to a pressure mimicking mechanism related to the non-minimal
coupling. The case of a spherically symmetric black hole surrounded by fluid
matter is analyzed, and it is shown that under equilibrium conditions the total
fluid mass is about twice that of the black hole. Finally, a generalization of
the Newtonian potential for a fluid element is proposed and its implications
are briefly discussed.
",None,2011-10-11 13:52:48+00:00
Multiscale Turbulence Models Based on Convected Fluid Microstructure,http://arxiv.org/abs/1203.4545v1,"['Darryl D. Holm', 'Cesare Tronci']","  The Euler-Poincar\'e approach to complex fluids is used to derive multiscale
equations for computationally modelling Euler flows as a basis for modelling
turbulence. The model is based on a \emph{kinematic sweeping ansatz} (KSA)
which assumes that the mean fluid flow serves as a Lagrangian frame of motion
for the fluctuation dynamics. Thus, we regard the motion of a fluid parcel on
the computationally resolvable length scales as a moving Lagrange coordinate
for the fluctuating (zero-mean) motion of fluid parcels at the unresolved
scales. Even in the simplest 2-scale version on which we concentrate here, the
contributions of the fluctuating motion under the KSA to the mean motion yields
a system of equations that extends known results and appears to be suitable for
modelling nonlinear backscatter (energy transfer from smaller to larger scales)
in turbulence using multiscale methods.
",None,2012-03-20 19:18:44+00:00
Fluid-Structure Interaction in Deformable Microchannels,http://arxiv.org/abs/1203.6427v1,"['Debadi Chakraborty', 'J. Ravi Prakash', 'Leslie Yeo', 'James Friend']","  A microfluidic device is constructed from PDMS with a single channel having a
short section that is a thin flexible membrane, in order to investigate the
complex fluid-structure interaction that arises between a flowing fluid and a
deformable wall. Experimental measurements of membrane deformation and pressure
drop are compared with predictions of two-dimensional and three-dimensional
computational models which numerically solve the equations governing the
elasticity of the membrane coupled with the equations of motion for the fluid.
It is shown that the two-dimensional model, which assumes a finite thickness
elastic beam that is infinitely wide, approximates reasonably well the
three-dimensional model, and is in excellent agreement with experimental
observations of the profile of the membrane, when the width of the membrane is
beyond a critical thickness, determined to be roughly twice the length of the
membrane.
",None,2012-03-29 04:53:43+00:00
Holographic Fluids with Vorticity and Analogue Gravity,http://arxiv.org/abs/1205.6140v1,"['Robert G. Leigh', 'Anastasios C. Petkou', 'P. Marios Petropoulos']","  We study holographic three-dimensional fluids with vorticity in local
equilibrium and discuss their relevance to analogue gravity systems. The
Fefferman-Graham expansion leads to the fluid's description in terms of a
comoving and rotating Papapetrou-Randers frame. A suitable Lorentz
transformation brings the fluid to the non-inertial Zermelo frame, which
clarifies its interpretation as moving media for light/sound propagation. We
apply our general results to the Lorentzian Kerr-AdS_4 and Taub-NUT-AdS_4
geometries that describe fluids in cyclonic and vortex flows respectively. In
the latter case we associate the appearance of closed timelike curves to
analogue optical horizons. In addition, we derive the classical rotational Hall
viscosity of three-dimensional fluids with vorticity. Our formula remarkably
resembles the corresponding result in magnetized plasmas.
",None,2012-05-28 15:32:02+00:00
Selective decay by Casimir dissipation in fluids,http://arxiv.org/abs/1206.2607v2,"['F. Gay-Balmaz', 'D. D. Holm']","  The problem of parameterizing the interactions of larger scales and smaller
scales in fluid flows is addressed by considering a property of two-dimensional
incompressible turbulence. The property we consider is selective decay, in
which a Casimir of the ideal formulation (enstrophy in 2D flows, helicity in 3D
flows) decays in time, while the energy stays essentially constant. This paper
introduces a mechanism that produces selective decay by enforcing Casimir
dissipation in fluid dynamics. This mechanism turns out to be related in
certain cases to the numerical method of anticipated vorticity discussed in
\cite{SaBa1981,SaBa1985}. Several examples are given and a general theory of
selective decay is developed that uses the Lie-Poisson structure of the ideal
theory. A scale-selection operator allows the resulting modifications of the
fluid motion equations to be interpreted in several examples as parameterizing
the nonlinear, dynamical interactions between disparate scales. The type of
modified fluid equation systems derived here may be useful in modelling
turbulent geophysical flows where it is computationally prohibitive to rely on
the slower, indirect effects of a realistic viscosity, such as in large-scale,
coherent, oceanic flows interacting with much smaller eddies.
",Nonlinearity 26(2):495--524 (2013),2012-06-12 17:57:14+00:00
"Longitudinal and transversal flow over a cavity containing a second
  immiscible fluid",http://arxiv.org/abs/1206.5967v1,"['Clarissa Schönecker', 'Steffen Hardt']","  An analytical solution for the flow field of a shear flow over a rectangular
cavity containing a second immiscible fluid is derived. While flow of a
single-phase fluid over a cavity is a standard case investigated in fluid
dynamics, flow over a cavity which is filled with a second immiscible fluid,
has received little attention. The flow filed inside the cavity is considered
to define a boundary condition for the outer flow which takes the form of a
Navier slip condition with locally varying slip length. The slip-length
function is determined from the related problem of lid-driven cavity flow.
Based on the Stokes equations and complex analysis it is then possible to
derive a closed analytical expression for the flow field over the cavity for
both the transversal and the longitudinal case. The result is a comparatively
simple function, which displays the dependence of the flow field on the cavity
geometry and the medium filling the cavity. The analytically computed flow
field agrees well with results obtained from a numerical solution of the
Navier-Stokes equations. The studies presented in this article are of
considerable practical relevance, for example for the flow over
superhydrophobic surfaces.
","JFM 717, 376 - 394, 2013",2012-06-26 12:23:42+00:00
"Phase equilibria and interfacial properties of two-dimensional Yukawa
  fluids",http://arxiv.org/abs/1207.3258v1,"['G. A. Méndez-Maldonado', 'M. González-Melchor', 'J. Alejandre']","  Molecular dynamics simulations of two-dimensional soft Yukawa fluids are
performed to analyze the effect that the range of interaction has on coexisting
densities and line tension. The attractive one-component fluid and equimolar
mixtures containing positive and negative particles are studied at different
temperatures to locate the region where the vapor-solid and vapor-liquid phases
are stable. When the range of interaction decreases, the critical temperature
of the attractive one-component systems decreases. However, for the charged
mixtures it increases, and this opposite behaviour is understood in terms of
the repulsive interactions which are dominant for these systems. The stable
phase diagram of two-dimensional fluids is defined for smaller values of the
decay parameter \lambda\ than that of fluids in three dimensions. The
two-dimensional attractive one-component fluid has stable liquid-vapor phase
diagram for values of \lambda<3, in contrast to the three-dimensional case,
where stability has been observed even for values of \lambda<15. The same trend
is observed in equimolar mixtures of particles carrying opposite charges.
","Condens. Matter Phys., 2012, vol. 15, No. 2, 23002:1-8",2012-07-13 14:18:57+00:00
"Instabilities and diffusion in a hydrodynamic model of a fluid membrane
  coupled to a thin active fluid layer",http://arxiv.org/abs/1209.4706v1,"['Niladri Sarkar', 'Abhik Basu']","  We construct a coarse-grained effective two-dimensional (2d) hydrodynamic
theory as a theoretical model for a coupled system of a fluid membrane and a
thin layer of a polar active fluid in its ordered state that is anchored to the
membrane. We show that such a system is prone to generic instabilities through
the interplay of nonequilibrium drive, polar order and membrane fluctuation. We
use our model equations to calculate diffusion coefficients of an inclusion in
the membrane and show that their values depend strongly on the system size, in
contrast to their equilibrium values. Our work extends the work of S.
Sankararaman and S. Ramaswamy [Phys. Rev. Lett., 102, 118107 (2009)] to a
coupled system of a fluid membrane and an ordered active fluid layer. Our model
is broadly inspired by and should be useful as a starting point for theoretical
descriptions of the coupled dynamics of a cell membrane and a cortical actin
layer anchored to it.
","Eur. Phys. J. E, 35 11 (2012) 115",2012-09-21 05:34:54+00:00
"Liquid oil painting: Free and forced convection in an enclosure with
  mechanical and thermal forcing",http://arxiv.org/abs/1209.5605v1,"['Gregory J. Sheard', 'Kean Y. Wong', 'Martin P. King']","  A fluid dynamics video is linked to this article, which have been submitted
to the Gallery of Fluid Motion as part of the 65th American Physical Society
meeting of the Division of Fluid Dynamics, held in San Diego, California, USA,
over 17-20 November 2012. The video serves to visualize flows generated in a
rectangular enclosure that are subjected to both mechanical and thermal forcing
through a common horizontal boundary. This system exhibits features consistent
with either horizontal convection or lid-driven cavity flows depending on the
ratio between thermal and mechanical stirring, and three different cases are
visualized in the linked videos.
",None,2012-09-25 13:32:46+00:00
Plane waves in noncommutative fluids,http://arxiv.org/abs/1211.3001v2,"['M. C. B. Abdalla', 'L. Holender', 'M. A. Santos', 'I. V. Vancea']","  We study the dynamics of the noncommutative fuid in the Snyder space
perturbatively at the first order in powers of the noncommutative parameter.
The linearized noncommutative fluid dynamics is described by a system of
coupled linear partial differential equations in which the variables are the
fluid density and the fluid potentials. We show that these equations admit a
set of solutions that are monocromatic plane waves for the fluid density and
two of the potentials and a linear function for the third potential. The
energy-momentum tensor of the plane waves is calculated.
",None,2012-11-13 14:35:59+00:00
Fluid transport by active elastic membranes,http://arxiv.org/abs/1302.2287v1,"['Arthur A. Evans', 'Eric Lauga']","  A flexible membrane deforming its shape in time can self-propel in a viscous
fluid. Alternatively, if the membrane is anchored, its deformation will lead to
fluid transport. Past work in this area focused on situations where the
deformation kinematics of the membrane were prescribed. Here we consider models
where the deformation of the membrane is not prescribed, but instead the
membrane is internally forced. Both the time-varying membrane shape, and the
resulting fluid motion, result then from a balance between prescribed internal
active stresses, internal passive resistance, and external viscous stresses. We
introduce two specific models for such active internal forcing: one where a
distribution of active bending moments is prescribed, and one where active
inclusions exert normal stresses on the membrane by pumping fluid through it.
In each case, we asymptotically calculate the membrane shape and the fluid
transport velocities for small forcing amplitudes, and recover our results
using scaling analysis.
","Phys. Rev. E 84, 031924 (2011)",2013-02-10 01:46:38+00:00
Velocity relaxation of a particle in a confined compressible fluid,http://arxiv.org/abs/1303.1341v1,"['Rei Tatsumi', 'Ryoichi Yamamoto']","  The velocity relaxation of an impulsively forced spherical particle in a
fluid confined by two parallel plane walls is studied using a direct numerical
simulation approach. During the relaxation process, the momentum of the
particle is transmitted in the ambient fluid by viscous diffusion and sound
wave propagation, and the fluid flow accompanied by each mechanism has a
different character and affects the particle motion differently. Because of the
bounding walls, viscous diffusion is hampered, and the accompanying shear flow
is gradually diminished. However, the sound wave is repeatedly reflected and
spreads diffusely. As a result, the particle motion is governed by the sound
wave and backtracks differently in a bulk fluid. The time when the backtracking
of the particle occurs changes non-monotonically with respect to the
compressibility factor and is minimized at the characteristic compressibility
factor. This factor depends on the wall spacing, and the dependence is
different at small and large wall spacing regions based on the different
mechanisms causing the backtracking.
",None,2013-03-06 14:52:31+00:00
Fluid elasticity increases the locomotion of flexible swimmers,http://arxiv.org/abs/1303.3944v1,"['Julian Espinosa-Garcia', 'Eric Lauga', 'Roberto Zenit']","  We conduct experiments with flexible swimmers to address the impact of fluid
viscoelasticity on their locomotion. The swimmers are composed of a magnetic
head actuated in rotation by a frequency-controlled magnetic field and a
flexible tail whose deformation leads to forward propulsion. We consider both
viscous Newtonian and glucose-based Boger fluids with similar viscosities. We
find that the elasticity of the fluid systematically enhances the locomotion
speed of the swimmer, and that this enhancement increases with Deborah number.
Using Particle Image Velocimetry to visualize the flow field, we find a
significant difference in the amount of shear between the rear and leading
parts of the swimmer head. We conjecture that viscoelastic normal stresses lead
to a net elastic forces in the swimming direction and thus a faster swimming
speed.
","Physics of Fluids, 25, 031701, 2013",2013-03-16 04:43:38+00:00
"Optical ""Bernoulli"" forces",http://arxiv.org/abs/1305.0317v2,"['Ramis Movassagh', 'Steven G. Johnson']","  By Bernoulli's law, an increase in the relative speed of a fluid around a
body is accompanies by a decrease in the pressure. Therefore, a rotating body
in a fluid stream experiences a force perpendicular to the motion of the fluid
because of the unequal relative speed of the fluid across its surface. It is
well known that light has a constant speed irrespective of the relative motion.
Does a rotating body immersed in a stream of photons experience a
Bernoulli-like force? We show that, indeed, a rotating dielectric cylinder
experiences such a lateral force from an electromagnetic wave. In fact, the
sign of the lateral force is the same as that of the fluid-mechanical analogue
as long as the electric susceptibility is positive (\epsilon>\epsilon_{0}), but
for negative-susceptibility materials (e.g. metals) we show that the lateral
force is in the opposite direction. Because these results are derived from a
classical electromagnetic scattering problem, Mie-resonance enhancements that
occur in other scattering phenomena also enhance the lateral force.
","Phys. Rev. A 88, 023829 (2013)",2013-05-02 00:00:08+00:00
Stress due to Electric and Magnetic fields in Viscoelastic Fluids,http://arxiv.org/abs/1305.4233v1,['Amey Joshi'],"  A clear understanding of body force densities due to external electromagnetic
fields is necessary to study flow and deformation of materials exposed to the
fields. In this paper, we derive an expression for stress in continua with
viscous and elastic properties in presence of external, static electric or
magnetic fluids. Our derivation follows from fundamental thermodynamic
principles. We demonstrate the soundness of our results by showing that they
reduce to known expressions for Newtonian fluids and elastic solids. We point
out the extra care to be taken while applying these techniques to permanently
polarized or magnetized materials and derive an expression for stress in a
ferro-fluid. Lastly, we derive expressions for ponderomotive forces in several
situations of interest to fluid dynamics and rheology.
",None,2013-05-18 06:20:08+00:00
"Generic instabilities in a fluid membrane coupled to a thin layer of
  ordered active polar fluid",http://arxiv.org/abs/1305.7005v1,"['Niladri Sarkar', 'Abhik Basu']","  We develop an effective two-dimensional coarse-grained description for the
coupled system of a planar fluid membrane anchored to a thin layer of polar
ordered active fluid below. The macroscopic orientation of the active fluid
layer is assumed to be perpendicular to the attached membrane. We demonstrate
that {\em activity} or nonequilibrium drive of the active fluid makes such a
system generically linearly unstable for either signature of a model parameter
$\Delta\mu$ that characterises the strength of activity. Depending upon
boundary conditions and within a range of the model parameters, underdamped
propagating waves may be present in our model. We discuss the phenomenological
significance of our results.
",Eur. Phys. J. E (2013) 36: 86,2013-05-30 05:20:36+00:00
"Local and Nonlocal Advected Invariants and Helicities in
  Magnetohydrodynamics and Gas Dynamics II: Noether's Theorems and Casimirs",http://arxiv.org/abs/1307.1038v2,"['G. M. Webb', 'B. Dasgupta', 'J. F. McKenzie', 'Q. Hu', 'G. P. Zank']","  Conservation laws in ideal gas dynamics and magnetohydrodynamics (MHD)
associated with fluid relabelling symmetries are derived using Noether's first
and second theorems. Lie dragged invariants are discussed in terms of the MHD
Casimirs. A nonlocal conservation law for fluid helicity applicable for a
non-barotropic fluid involving Clebsch variables is derived using Noether's
theorem, in conjunction with a fluid relabelling symmetry and a gauge
transformation. A nonlocal cross helicity conservation law involving Clebsch
potentials, and the MHD energy conservation law are derived by the same method.
An Euler Poincar\'e variational approach is also used to derive conservation
laws associated with fluid relabelling symmetries using Noether's second
theorem.
",None,2013-07-03 15:15:10+00:00
